Marque,Modèle,year,road,boite,horsepower,fuel,nbre_portes,cylindrée,transmission,Prix
Toyota,C-HR,2020,80 000 km,Automatique,6 cv,Essence,,,Traction,75 000
Mercedes-Benz,Classe E AMG,2021,98 000 km,Automatique,11 cv,Hybride,4,1500,Traction,228 000
Mahindra,KUV 100 K6+,2021,47 000 km,Manuelle,5 cv,Essence,5,1497,Traction,32 500
Volkswagen,Tiguan,2021,123 000 km,Manuelle,8 cv,Essence,5,3000,Traction,95 000
Fiat,500 Dolcevita,2021,78 000 km,Manuelle,4 cv,Hybride,4,1600,Traction,55 000
Fiat,Tipo 5 portes,2021,68 000 km,Manuelle,5 cv,Essence,3,2999,Traction,49 500
Renault,Clio,2020,138 000 km,Manuelle,4 cv,Diesel,5,1599,Traction,49 500
Mercedes-Benz,Classe C,2015,158 000 km,Automatique,8 cv,Essence,5,1499,Traction,99 000
Suzuki,Celerio,2024,0 km,Manuelle,4 cv,Essence,,,Traction,39 500
Volkswagen,Golf 7,2015,153 000 km,Manuelle,5 cv,Essence,5,1197,Traction,48 500
Renault,Megane,2021,148 000 km,Manuelle,5 cv,Diesel,2,1599,Traction,59 500
Peugeot,208 Style,2020,128 000 km,Manuelle,5 cv,Diesel,4,3000,Traction,45 500
Audi,Q5 S-line,2014,270 000 km,Automatique,10 cv,Diesel,2,2198,Traction,78 000
Citroën,C1 Importée Tn245,2021,56 000 km,Manuelle,4 cv,Essence,4,1322,Traction,38 500
Peugeot,3008,2020,148 000 km,Automatique,6 cv,Diesel,5,2000,Traction,79 000
Volkswagen,Amarok TDI 4*4,2012,198 000 km,Manuelle,7 cv,Diesel,5,1600,Traction,57 000
Mercedes-Benz,CLA AMG,2020,138 000 km,Automatique,6 cv,Diesel,4,998,Traction,145 000
Mercedes-Benz,CLA Importée Tn245,2020,138 000 km,Automatique,6 cv,Diesel,5,1496,Traction,118 000
Mercedes-Benz,CLA,2021,87 000 km,Automatique,8 cv,Essence,5,1200,Traction,149 000
Mercedes-Benz,CLA,2021,87 000 km,Automatique,8 cv,Essence,5,1399,Traction,149 000
Volkswagen,Golf 8 STYLE 1.5 BVA eTSI importée,2021,87 000 km,Automatique,8 cv,Essence,4,1600,Traction,110 000
KIA,Sportage GT-Line,2019,119 000 km,Automatique,7 cv,Diesel,5,1200,Traction,98 000
Mercedes-Benz,Classe A,2021,66 000 km,Automatique,8 cv,Hybride,5,1199,Traction,135 000
Land,Rover Range Rover V8 4.2 SUPERCHARGED,2010,60 000 km,Automatique,32 cv,Essence,5,1332,Intégrale,189 000
Mercedes-Benz,Classe C AMG,2020,69 000 km,Automatique,10 cv,Hybride,5,1400,Propulsion,165 000
Mercedes-Benz,GLE Coupé,2020,54 000 km,Automatique,18 cv,Diesel,4,1395,Intégrale,420 000
KIA,Sportage,2018,139 000 km,Automatique,7 cv,Diesel,5,1599,Traction,91 000
Volkswagen,Golf 7 Confortline,2020,69 000 km,Manuelle,6 cv,Essence,4,1332,Traction,75 000
BMW,Série 1 Urban Line,2015,144 000 km,Automatique,7 cv,Essence,4,1498,Propulsion,55 000
Mercedes-Benz,Classe A Sport AMG,2019,35 000 km,Automatique,8 cv,Essence,5,2000,Traction,125 000
Jeep,Renegade Limited,2021,80 000 km,Automatique,8 cv,Essence,4,1595,Traction,87 000
KIA,Rio 5p SX Plus,2018,103 000 km,Manuelle,5 cv,Essence,5,2000,Traction,49 900
Mercedes-Benz,Classe C,2019,67 000 km,Automatique,6 cv,Diesel,5,1599,Propulsion,135 000
Ford,Ecosport Titanium,2022,44 000 km,Manuelle,7 cv,Essence,4,2000,Traction,67 000
Hyundai,Tucson Top Grade,2022,37 000 km,Automatique,10 cv,Essence,5,1600,Intégrale,145 000
KIA,Quoris,2014,134 000 km,Automatique,20 cv,Essence,5,1200,Propulsion,95 000
Volkswagen,Golf 7,2015,216 000 km,Manuelle,5 cv,Essence,5,1498,Traction,45 000
Mercedes-Benz,Classe C AMG,2018,54 000 km,Automatique,11 cv,Hybride,4,1500,Intégrale,165 000
Volkswagen,Golf 8 Active,2021,69 000 km,Manuelle,6 cv,Essence,5,1248,Traction,95 000
Peugeot,Partner Origin Utilitaire Pack Clim PM,2019,73 000 km,Manuelle,5 cv,Diesel,5,2000,Traction,56 000
Mercedes-Benz,Classe C AMG +,2015,146 000 km,Automatique,8 cv,Essence,5,1600,Propulsion,135 000
Haval,H6,2019,89 000 km,Automatique,9 cv,Essence,4,1600,Traction,76 500
BMW,Série 4 Gran Coupé M,2017,110 000 km,Automatique,7 cv,Essence,4,1389,Propulsion,120 000
Mercedes-Benz,Classe E coupé,2011,160 000 km,Automatique,11 cv,Essence,5,1800,Propulsion,62 000
Volkswagen,Amarok Double Cabine,2016,200 000 km,Manuelle,10 cv,Diesel,4,1197,Intégrale,79 000
Land,Rover Range Rover Sport,2016,200 000 km,Automatique,16 cv,Diesel,4,2200,Intégrale,189 000
BMW,Série 5 Access Plus,2011,270 000 km,Automatique,10 cv,Diesel,5,1999,Traction,59 000
Hyundai,Grand i10 Sedan,2019,90 000 km,Manuelle,5 cv,Essence,4,2143,Traction,34 900
Ssangyong,Korando,2021,80 000 km,Automatique,9 cv,Essence,5,1497,Traction,92 500
BMW,Série 3,2013,170 000 km,Automatique,7 cv,Essence,5,999,Traction,65 000
Ssangyong,Korando Classic,2021,160 000 km,Automatique,7 cv,Essence,5,1599,Propulsion,75 000
Dacia,Logan Écran tactile,2021,20 000 km,Manuelle,5 cv,Essence,4,1560,Traction,54 000
Nissan,Micra,2015,160 000 km,Manuelle,5 cv,Essence,4,1498,Traction,33 900
Mercedes-Benz,CLS AMG,2011,250 000 km,Automatique,10 cv,Diesel,5,4197,Traction,85 000
KIA,Picanto,2022,90 000 km,Manuelle,5 cv,Essence,3,2198,Traction,42 900
Renault,Megane,2020,155 000 km,Manuelle,7 cv,Essence,5,1500,Propulsion,50 000
Hyundai,Grand i10,2022,19 000 km,Manuelle,4 cv,Essence,5,5001,Traction,44 500
BMW,Série 7,2009,150 000 km,Automatique,31 cv,Essence,5,4500,Traction,92 000
Dacia,Dokker Van,2021,150 000 km,Manuelle,6 cv,Diesel,5,1999,Traction,33 800
BMW,X6 TT Options,2010,190 000 km,Automatique,15 cv,Diesel,,,Traction,95 000
Hyundai,Trucks H350 TT Options,2022,26 000 km,Manuelle,10 cv,Diesel,3,1242,Propulsion,74 000
BMW,Série 3,2013,210 000 km,Automatique,7 cv,Essence,4,1999,Propulsion,63 500
Land,Rover Range Rover Sport Autobiography,2011,200 000 km,Automatique,16 cv,Diesel,5,1600,Intégrale,119 000
Suzuki,Swift,2020,220 000 km,Manuelle,5 cv,Essence,4,1197,Traction,33 500
Mercedes-Benz,ML 320 CDI,2010,250 000 km,Automatique,15 cv,Diesel,4,1498,Intégrale,79 000
BMW,X6,2010,200 000 km,Automatique,15 cv,Diesel,4,1598,Intégrale,98 000
Dacia,Dokker Van,2020,90 000 km,Manuelle,6 cv,Diesel,4,1700,Traction,34 900
Toyota,Hilux Simple Cabine,2010,480 000 km,Manuelle,10 cv,Diesel,4,1600,Intégrale,73 800
Peugeot,3008 Crossway,2018,140 000 km,Automatique,7 cv,Essence,5,1197,Traction,82 000
KIA,Sportage GT-Line,2016,140 000 km,Automatique,10 cv,Diesel,3,1998,Propulsion,97 000
BMW,Série 5,2005,190 000 km,Automatique,18 cv,Diesel,4,1200,Propulsion,87 000
Nissan,350Z,2003,40 000 km,Automatique,20 cv,Essence,5,918,Propulsion,87 000
Volkswagen,Golf 7,2016,70 000 km,Automatique,13 cv,Essence,5,2000,Traction,106 000
Suzuki,Swift GL,2018,90 000 km,Manuelle,5 cv,Essence,5,4197,Traction,33 800
BMW,Série 3,1988,180 000 km,Manuelle,7 cv,Diesel,4,1595,Propulsion,20 900
Geely,GC6,2021,61 000 km,Manuelle,6 cv,Essence,5,1300,Traction,38 000
MG,ZS,2020,77 800 km,Automatique,5 cv,Essence,3,1599,Traction,69 000
Land,Rover Range Rover Evoque,2014,182 000 km,Automatique,9 cv,Diesel,5,1598,Intégrale,98 000
Toyota,RAV 4,2016,280 000 km,Automatique,9 cv,Essence,5,1149,Traction,56 000
Peugeot,3008,2019,87 000 km,Automatique,7 cv,Essence,5,4999,Traction,82 000
Volkswagen,Golf 7,2017,73 000 km,Automatique,13 cv,Essence,2,1200,Traction,115 000
Porsche,Macan,2023,6 900 km,Automatique,17 cv,Essence,4,2000,Intégrale,375 000
BMW,Série 3,2021,80 000 km,Automatique,9 cv,Essence,5,1699,Traction,174 000
Porsche,Cayenne Coupé,2019,59 000 km,Automatique,25 cv,Essence,5,1591,Intégrale,370 000
Toyota,Land Cruiser,2016,98 000 km,Automatique,18 cv,Diesel,5,2000,Intégrale,350 000
Mini,5 portes,2015,75 000 km,Manuelle,5 cv,Essence,5,2555,Traction,58 000
Mercedes-Benz,Classe E coupé,2018,86 000 km,Automatique,33 cv,Hybride,3,1000,Traction,340 000
Mitsubishi,L200 Sportero,2022,19 000 km,Automatique,8 cv,Diesel,5,1999,Intégrale,168 000
Porsche,Cayenne,2022,15 000 km,Automatique,22 cv,Hybride,5,1395,Intégrale,510 000
Audi,A5 Sportback S-Line,2020,85 000 km,Automatique,8 cv,Essence,5,1199,Traction,147 000
Mercedes-Benz,CLA,2020,93 000 km,Automatique,6 cv,Diesel,5,1498,Traction,148 000
Mercedes-Benz,GLC Coupé,2020,70 000 km,Automatique,12 cv,Hybride,5,1399,Intégrale,245 000
Mercedes-Benz,Classe G,2010,168 000 km,Automatique,16 cv,Diesel,4,1198,Intégrale,350 000
Peugeot,508,2020,46 000 km,Automatique,8 cv,Essence,5,1497,Traction,85 000
Mercedes-Benz,Classe S,2015,79 000 km,Automatique,11 cv,Hybride,4,1500,Traction,195 000
Peugeot,508,2019,137 000 km,Automatique,8 cv,Essence,4,2000,Traction,83 000
Land,Rover Range Rover Sport,2019,100 000 km,Automatique,19 cv,Hybride,5,1799,Traction,340 000
Mercedes-Benz,ML,2010,231 000 km,Automatique,12 cv,Diesel,4,1498,Intégrale,88 000
Mercedes-Benz,Classe G AMG,2015,30 000 km,Automatique,47 cv,Essence,2,1219,Intégrale,630 000
Suzuki,Jimny 3 portes GL,2019,100 000 km,Automatique,6 cv,Essence,5,1896,Traction,85 000
Porsche,Cayenne E-Hybrid,2019,40 000 km,Automatique,21 cv,Hybride,5,1599,Intégrale,420 000
Mercedes-Benz,Classe C,2020,115 000 km,Automatique,8 cv,Diesel,4,1298,Intégrale,150 000
Audi,A3 Berline,2023,40 000 km,Automatique,8 cv,Essence,4,1395,Intégrale,125 000
Toyota,Hilux Double Cabine,2020,90 000 km,Manuelle,8 cv,Diesel,5,1200,Intégrale,150 000
Hyundai,Tucson,2024,0 km,Automatique,7 cv,Hybride,5,1199,Intégrale,212 000
Volkswagen,Tiguan,2024,0 km,Automatique,8 cv,Hybride,5,1200,Intégrale,225 000
Volkswagen,Passat R-Line DSG,2020,45 000 km,Automatique,8 cv,Essence,5,1600,Intégrale,110 000
Mercedes-Benz,GLE Coupé,2022,30 000 km,Automatique,8 cv,Hybride,4,2998,Intégrale,420 000
Mercedes-Benz,GLC Coupé,2024,0 km,Automatique,11 cv,Hybride,4,1198,Intégrale,440 000
Mercedes-Benz,Classe C,2020,9 000 km,Automatique,10 cv,Hybride,2,1600,Intégrale,185 000
Mercedes-Benz,Classe E,2012,60 000 km,Automatique,15 cv,Essence,2,1389,Intégrale,110 000
Mercedes-Benz,ML,2010,127 000 km,Automatique,19 cv,Essence,3,1600,Intégrale,75 000
Mitsubishi,Pajero,2016,200 000 km,Automatique,15 cv,Essence,3,1599,Intégrale,107 000
Mercedes-Benz,CLA,2023,16 000 km,Automatique,9 cv,Hybride,5,1599,Intégrale,220 000
Jaguar,XJL,2016,50 000 km,Automatique,16 cv,Essence,5,1400,Intégrale,175 000
Land,Rover Range Rover Evoque,2016,160 000 km,Automatique,8 cv,Diesel,3,2200,Intégrale,110 000
Peugeot,3008,2017,130 000 km,Manuelle,7 cv,Essence,5,1600,Intégrale,65 000
Land,Rover Range Rover Sport,2014,130 000 km,Automatique,16 cv,Diesel,5,1200,Intégrale,198 000
BMW,Série 7,2018,80 000 km,Automatique,15 cv,Essence,4,1598,Intégrale,275 000
Volkswagen,CC,2015,120 000 km,Automatique,10 cv,Essence,4,1600,Intégrale,65 000
Volkswagen,Golf 8,2020,37 000 km,Manuelle,5 cv,Essence,5,3000,Intégrale,88 000
Land,Rover Range Rover Sport Autobiography,2023,12 000 km,Automatique,28 cv,Hybride,5,1998,Intégrale,740 000
Land,Rover Range Rover Sport,2012,180 000 km,Automatique,16 cv,Diesel,4,2000,Intégrale,150 000
Land,Rover Range Rover Sport,2015,100 000 km,Automatique,19 cv,Diesel,2,1199,Intégrale,230 000
Land,Rover Range Rover Evoque,2016,180 000 km,Automatique,15 cv,Essence,5,1198,Intégrale,105 000
Peugeot,2008,2017,100 000 km,Manuelle,6 cv,Essence,4,1332,Intégrale,43 000
Jaguar,XF,2009,139 000 km,Automatique,17 cv,Essence,4,1598,Intégrale,55 000
BMW,Série 7,2008,160 000 km,Automatique,31 cv,Essence,5,1595,Intégrale,85 000
BMW,Série 5 Luxury Line,2018,70 000 km,Automatique,10 cv,Essence,5,1595,Intégrale,147 000
BMW,Série 3,2019,120 000 km,Automatique,7 cv,Essence,5,6000,Intégrale,90 000
Audi,A3,2006,414 000 km,Manuelle,5 cv,Diesel,5,1498,Traction,28 000
Volkswagen,Polo,2016,185 000 km,Manuelle,4 cv,Essence,4,1998,Traction,35 000
KIA,Rio 5p,2019,145 000 km,Manuelle,5 cv,Essence,5,1197,Traction,49 000
Volkswagen,Golf 7,2018,88 000 km,Manuelle,8 cv,Essence,4,3000,Traction,95 000
Jaguar,XF Luxe,2014,120 000 km,Automatique,15 cv,Essence,2,1389,Propulsion,95 000
Volkswagen,Transporter Combi 6.1,2019,224 000 km,Manuelle,7 cv,Diesel,4,2000,Traction,88 000
Volkswagen,Transporter Fourgon 6.1,2013,249 000 km,Manuelle,7 cv,Diesel,5,1200,Traction,34 500
Ssangyong,Tivoli Confort Plus,2020,95 000 km,Automatique,8 cv,Essence,5,1500,Traction,69 000
Volkswagen,Golf 6 Confortline,2008,148 800 km,Manuelle,5 cv,Essence,2,1500,Traction,42 500
Mercedes-Benz,Classe C,2012,159 000 km,Automatique,9 cv,Essence,5,1199,Propulsion,73 500
Peugeot,207,2006,220 000 km,Manuelle,4 cv,Diesel,5,1198,Propulsion,25 000
Mercedes-Benz,GLC,2016,83 000 km,Automatique,12 cv,Essence,5,1497,Intégrale,158 000
Seat,Leon Cupra,2020,74 000 km,Automatique,18 cv,Essence,4,1968,Traction,132 000
Volkswagen,Touareg,2006,308 000 km,Automatique,16 cv,Diesel,4,2000,Intégrale,48 000
BMW,Série 5,2021,32 000 km,Automatique,10 cv,Essence,5,1599,Traction,208 000
BMW,X6,2011,180 000 km,Automatique,21 cv,Essence,,,Intégrale,98 000
BMW,Série 5,2020,93 000 km,Automatique,10 cv,Essence,5,1000,Traction,178 000
Mercedes-Benz,GLC Coupé,2024,0 km,Automatique,12 cv,Essence,4,1198,Intégrale,400 000
Mercedes-Benz,Classe S,2020,40 000 km,Automatique,32 cv,Hybride,4,999,Intégrale,450 000
Mini,Clubman,2019,34 000 km,Manuelle,5 cv,Essence,5,1599,Traction,100 000
Nissan,Qashqai,2022,26 000 km,Automatique,8 cv,Essence,3,1598,Traction,95 000
Mercedes-Benz,Classe E,2022,9 000 km,Automatique,9 cv,Essence,5,1685,Traction,245 000
Mercedes-Benz,GLC Coupé,2023,6 600 km,Automatique,12 cv,Essence,4,1000,Intégrale,360 000
KIA,Picanto GT-Line,2022,63 000 km,Automatique,4 cv,Essence,4,1200,Traction,54 500
BYD,F3,2022,10 000 km,Manuelle,7 cv,Essence,2,1699,Traction,47 000
Toyota,Prado,2003,449 000 km,Automatique,11 cv,Diesel,5,4500,Intégrale,88 000
Land,Rover Range Rover Sport,2020,37 000 km,Automatique,19 cv,Hybride,5,1999,Intégrale,350 000
Mercedes-Benz,CLA,2021,69 000 km,Automatique,8 cv,Hybride,5,3598,Traction,174 000
Porsche,Cayenne E-Hybrid,2019,86 000 km,Automatique,20 cv,Hybride,4,1499,Intégrale,410 000
Audi,A5 Sportback,2021,58 000 km,Automatique,8 cv,Essence,4,1197,Traction,170 000
Citroën,DS5,2014,160 000 km,Automatique,9 cv,Essence,5,4000,Intégrale,41 000
KIA,Sportage,2022,30 000 km,Automatique,10 cv,Essence,5,1200,Traction,122 000
Toyota,C-HR,2020,102 000 km,Automatique,6 cv,Essence,3,1998,Traction,78 000
Mercedes-Benz,Classe E coupé AMG,2018,90 000 km,Automatique,11 cv,Essence,5,1800,Traction,164 000
Mercedes-Benz,Classe C,2013,56 000 km,Automatique,9 cv,Essence,4,5000,Traction,88 000
Porsche,Cayenne,2010,183 000 km,Automatique,41 cv,Essence,5,1468,Traction,158 000
Toyota,Yaris Cross Hybride,2024,2 000 km,Automatique,5 cv,Hybride,,,Traction,114 000
Jeep,Compass,2020,76 000 km,Automatique,11 cv,Essence,5,1199,Traction,95 000
Jaguar,F-Pace,2018,84 000 km,Automatique,10 cv,Diesel,5,1600,Traction,180 000
Land,Rover Range Rover Evoque,2015,122 000 km,Automatique,15 cv,Essence,5,1197,Traction,95 000
Cupra,Formentor Exclusive,2022,23 000 km,Automatique,11 cv,Essence,5,3600,Traction,145 000
Peugeot,2008,2014,136 000 km,Manuelle,5 cv,Essence,5,1499,Traction,34 000
MG,HS Luxury,2020,100 000 km,Automatique,9 cv,Essence,5,1468,Traction,78 000
Audi,A5 Sportback S-Line,2019,255 000 km,Automatique,8 cv,Essence,4,1200,Traction,85 000
Skoda,Scala Essence,2020,95 000 km,Automatique,6 cv,Essence,5,2000,Traction,67 000
Mercedes-Benz,Classe C AMG +,2013,201 000 km,Automatique,9 cv,Essence,5,1400,Intégrale,81 000
BMW,Série 1,2018,72 000 km,Automatique,7 cv,Essence,5,1599,Traction,76 000
Volkswagen,Golf 6,2010,235 000 km,Manuelle,5 cv,Diesel,5,1198,Traction,41 000
Peugeot,508 Active,2011,200 000 km,Manuelle,9 cv,Essence,5,3000,Traction,27 000
Renault,Kadjar Intens,2018,68 000 km,Automatique,7 cv,Essence,5,1599,Propulsion,62 000
Mini,5 portes,2016,160 000 km,Manuelle,5 cv,Essence,5,2200,Traction,46 000
BMW,Série 3,2016,142 000 km,Automatique,7 cv,Essence,5,1490,Traction,79 000
BMW,Série 3 Luxury Line,2015,131 000 km,Manuelle,7 cv,Essence,5,1497,Traction,66 000
BMW,Série 3,2016,92 000 km,Manuelle,10 cv,Essence,5,1197,Traction,92 000
Mercedes-Benz,GLA AMG,2015,104 000 km,Automatique,8 cv,Essence,2,1991,Traction,95 000
Peugeot,Landtrek Double Cabine,2021,124 000 km,Manuelle,6 cv,Diesel,5,3000,Traction,64 500
KIA,Rio 5p,2019,91 000 km,Manuelle,5 cv,Essence,5,1998,Traction,52 000
BMW,Série 1 Business Line,2019,111 074 km,Automatique,7 cv,Essence,4,1498,Traction,81 000
Hyundai,Creta,2020,90 500 km,Automatique,6 cv,Essence,5,1800,Traction,74 000
BMW,X4,2019,50 000 km,Automatique,11 cv,Essence,5,1200,Intégrale,243 000
Ford,Ecosport,2021,77 000 km,Automatique,7 cv,Essence,2,1199,Traction,66 000
Audi,A3 Sportback,2016,154 000 km,Manuelle,6 cv,Essence,,,Traction,64 500
Seat,Arona,2020,43 000 km,Automatique,6 cv,Essence,,,Traction,75 000
Nissan,Qashqai,2010,228 000 km,Manuelle,6 cv,Diesel,5,2967,Traction,37 000
Haval,Jolion,2021,35 000 km,Automatique,9 cv,Essence,5,1199,Traction,84 000
Mercedes-Benz,GLC,2018,39 000 km,Automatique,9 cv,Diesel,4,2000,Traction,220 000
Porsche,Macan,2023,22 000 km,Automatique,17 cv,Essence,5,1199,Intégrale,360 000
Land,Rover Range Rover Sport,2013,178 000 km,Automatique,17 cv,Diesel,5,3000,Intégrale,145 000
Renault,Clio,2021,122 000 km,Manuelle,5 cv,Essence,5,2993,Traction,41 500
Peugeot,3008,2020,93 000 km,Automatique,7 cv,Essence,5,1600,Traction,69 000
Audi,A5 Sportback S-Line,2021,102 000 km,Automatique,8 cv,Essence,5,899,Traction,142 000
Land,Rover Discovery,2015,176 000 km,Automatique,15 cv,Essence,5,1390,Intégrale,114 000
BMW,X1 xLine,2023,21 000 km,Automatique,9 cv,Essence,4,2498,Traction,175 000
BMW,X5,2018,214 000 km,Automatique,13 cv,Diesel,3,2200,Intégrale,170 000
BMW,X3,2020,69 500 km,Automatique,8 cv,Diesel,4,1597,Traction,220 000
Mercedes-Benz,Classe C,2016,176 000 km,Automatique,8 cv,Essence,2,1999,Traction,90 000
Audi,A3 Berline,2022,56 000 km,Automatique,8 cv,Essence,4,1800,Traction,119 000
Jaguar,XJL,2014,51 500 km,Automatique,16 cv,Essence,4,1600,Propulsion,150 000
Mercedes-Benz,GLC Coupé,2020,70 000 km,Automatique,12 cv,Hybride,5,2500,Traction,245 000
Audi,A7 Sportback Quattro V6,2022,86 000 km,Automatique,23 cv,Essence,,,Intégrale,295 000
Land,Rover Range Rover,2017,52 000 km,Automatique,43 cv,Essence,5,1597,Intégrale,460 000
Mercedes-Benz,Classe A,2021,37 000 km,Automatique,8 cv,Hybride,5,2199,Traction,137 000
BMW,Série 4 Coupé,2023,20 500 km,Automatique,10 cv,Essence,4,1197,Traction,265 000
Hyundai,Tucson,2023,11 500 km,Automatique,10 cv,Essence,5,1998,Intégrale,142 000
Chery,Tiggo 8,2022,49 500 km,Automatique,9 cv,Essence,4,1999,Traction,92 500
Mercedes-Benz,GLA,2021,91 000 km,Automatique,9 cv,Essence,5,1199,Traction,182 000
BMW,X2,2018,38 000 km,Automatique,7 cv,Essence,4,2800,Propulsion,132 000
BMW,Série 4 Gran Coupé,2017,108 000 km,Automatique,7 cv,Essence,4,1298,Traction,105 000
MG,HS Luxury,2021,78 000 km,Automatique,10 cv,Essence,4,1700,Traction,77 500
Ford,Kuga,2019,93 000 km,Manuelle,8 cv,Essence,4,2000,Traction,71 500
Volkswagen,Golf 7,2017,98 500 km,Manuelle,5 cv,Essence,4,2000,Traction,62 500
KIA,Sportage,2021,77 000 km,Automatique,8 cv,Essence,,,Traction,103 000
KIA,Sportage,2019,123 000 km,Automatique,8 cv,Essence,5,1499,Traction,76 000
Haval,H6 Luxury,2019,99 000 km,Automatique,9 cv,Essence,4,2000,Traction,72 000
Mercedes-Benz,Classe C,2022,35 000 km,Automatique,9 cv,Essence,4,1000,Traction,215 000
Mazda,3,2017,130 000 km,Manuelle,6 cv,Essence,5,2999,Traction,46 000
Ford,Ecosport,2020,94 000 km,Manuelle,7 cv,Essence,5,2500,Traction,66 000
Mercedes-Benz,GLB AMG,2022,50 000 km,Automatique,9 cv,Essence,5,1197,Traction,175 000
Mercedes-Benz,Classe C Avantgarde,2008,185 000 km,Automatique,10 cv,Diesel,4,1398,Traction,55 000
Mercedes-Benz,Classe E coupé AMG,2012,134 000 km,Automatique,10 cv,Essence,3,1298,Propulsion,77 000
Seat,Ibiza,2020,123 000 km,Manuelle,4 cv,Essence,5,1598,Traction,52 000
Peugeot,2008 Allure,2017,93 000 km,Manuelle,5 cv,Essence,5,1398,Propulsion,48 000
Seat,Arona Style,2021,58 000 km,Manuelle,6 cv,Essence,5,3598,Intégrale,67 000
KIA,Rio 5p GT-Line,2021,51 000 km,Manuelle,5 cv,Essence,5,1591,Traction,62 000
BMW,Série 5,2021,70 000 km,Automatique,10 cv,Essence,4,1600,Traction,178 000
BMW,X2,2019,67 000 km,Automatique,8 cv,Essence,5,2199,Propulsion,145 000
Mazda,3,2017,124 000 km,Manuelle,6 cv,Essence,4,1199,Traction,49 500
Peugeot,2008 Allure,2015,96 000 km,Manuelle,5 cv,Essence,4,1500,Traction,40 000
Ssangyong,Tivoli,2018,96 000 km,Manuelle,7 cv,Essence,4,1400,Traction,52 000
Hyundai,i20 High Grade,2022,26 100 km,Manuelle,5 cv,Essence,5,1000,Traction,66 500
Audi,A4 Design Luxe,2018,45 000 km,Automatique,8 cv,Essence,4,1198,Traction,115 000
Chevrolet,Aveo,2009,250 000 km,Manuelle,6 cv,Essence,4,1595,Traction,20 500
BMW,Série 4 Gran Coupé Luxury Line,2019,83 000 km,Automatique,7 cv,Essence,5,1400,Propulsion,115 000
Ford,Fiesta,2014,183 000 km,Manuelle,5 cv,Essence,5,1999,Traction,29 900
BMW,Série 3 coupé,2007,250 000 km,Automatique,10 cv,Diesel,2,1600,Traction,49 000
Volkswagen,Golf 6 Trend,2011,147 985 km,Manuelle,5 cv,Essence,2,1498,Traction,41 000
Mercedes-Benz,GLC Coupé AMG,2021,41 765 km,Automatique,12 cv,Hybride,5,1799,Traction,260 000
Renault,Clio,2015,110 000 km,Manuelle,5 cv,Essence,4,1598,Traction,42 900
Jaguar,E-Pace,2020,95 000 km,Automatique,12 cv,Essence,4,1000,Intégrale,175 000
Mercedes-Benz,GLC Coupé AMG,2024,1 000 km,Automatique,11 cv,Hybride,,,Propulsion,380 000
KIA,Carens GT-Line,2014,213 000 km,Automatique,8 cv,Diesel,5,1200,Intégrale,45 000
Volkswagen,Golf 8,2021,68 000 km,Manuelle,6 cv,Essence,5,2143,Traction,86 000
Volkswagen,Golf 8,2021,78 000 km,Manuelle,5 cv,Essence,3,2000,Traction,81 000
Volkswagen,T-roc Pack chrome,2019,59 000 km,Manuelle,6 cv,Essence,5,3160,Traction,79 000
Peugeot,308 Active,2021,36 765 km,Manuelle,5 cv,Essence,5,2143,Traction,53 000
Mercedes-Benz,Classe E AMG,2021,100 756 km,Automatique,11 cv,Hybride,4,1498,Traction,240 000
Nissan,Juke Tekna,2014,224 654 km,Manuelle,5 cv,Diesel,4,1499,Traction,51 000
Mercedes-Benz,GLC Coupé AMG,2021,47 000 km,Automatique,12 cv,Hybride,5,1400,Traction,260 000
Mercedes-Benz,CLA Urban,2018,125 043 km,Automatique,7 cv,Essence,03,1500,Traction,97 000
KIA,Rio 5p SX,2019,68 954 km,Manuelle,5 cv,Essence,5,1600,Traction,54 000
Volkswagen,Golf 7 Highline,2016,26 043 km,Manuelle,7 cv,Essence,4,1999,Traction,75 000
Volkswagen,Golf 8 Life,2020,70 001 km,Manuelle,6 cv,Essence,5,1600,Traction,87 000
Toyota,Land Cruiser,2010,142 060 km,Automatique,11 cv,Diesel,5,2700,Traction,175 000
Volkswagen,Golf 7 Confortline,2019,169 452 km,Automatique,6 cv,Essence,4,2998,Traction,69 000
BMW,Série 1,2009,131 766 km,Automatique,7 cv,Essence,4,1498,Traction,40 000
Mercedes-Benz,Classe E AMG,2019,55 001 km,Automatique,9 cv,Essence,4,2000,Traction,165 000
Mercedes-Benz,Classe C AMG +,2024,0 km,Automatique,9 cv,Essence,,,Traction,275 000
Mercedes-Benz,GLA La nouvelle Gla 250e AMG,2023,10 730 km,Automatique,8 cv,Hybride,5,1500,Traction,235 000
Mercedes-Benz,Classe E AMG,2023,10 776 km,Automatique,11 cv,Essence,5,1598,Traction,390 000
BMW,X3 Luxury Line,2006,186 000 km,Automatique,13 cv,Diesel,5,1198,Traction,65 000
Mercedes-Benz,Classe C AMG,2022,50 893 km,Automatique,9 cv,Essence,5,1248,Traction,185 000
KIA,Picanto Populaire,2021,3 805 km,Manuelle,4 cv,Essence,4,1198,Traction,43 000
Haval,H6,2023,12 442 km,Automatique,8 cv,Essence,5,999,Traction,126 000
Nissan,Juke Tekna,2014,163 166 km,Automatique,7 cv,Essence,5,2000,Traction,51 000
Mitsubishi,Pajero LIMITED EDITION,2023,20 742 km,Manuelle,11 cv,Diesel,4,1400,Traction,160 000
