Brand,Model,Price,0-100 Km/h,4 roues directrices,ABS,Accoudoirs,Affichage tête haute,Aide au démarrage en côte,Aide au maintien dans la voie,Aide au stationnement,Aileron arrière,Airbags,Alarme antivol,Alerte de circulation transversale,Alerte de franchissement de ligne,Alimentation électrique,Allumage automatique des feux,Anti-démarrage électronique,Anti-patinage,Antibrouillards,Appuis têtes arrières,Arceau de benne,Assistance au freinage,Assistant de feux de route,Autonomie électrique (NEDC),Autonomie électrique (WLTP),Autoradio,Baguettes extérieures d'encadrement des vitres,Barre stabilisatrice,Barres de toit,Batterie,Boule d'attelage,Boulons de roues protégés,Bouton Start & Stop,Boîte,Boîte à gants réfrigérée,Calandre,Caméra d'angle mort,Capot moteur actif,Carrosserie,Carte mains libres,Charge utile,Ciel de pavillon,Climatisation,Cloison entre cabine et compartiment arrière,Clé intelligente,Coffre à bagages,Conduite autonome,Connectivité,Consommation extra-urbaine,Consommation mixte,Consommation urbaine,Consommation électrique (WLTP),Contrôle adaptatif de la charge,Contrôle de pression des pneus,Contrôle de stabilité anti-retournement,Contrôle du roulis de la remorque,Couple,Couple électrique,Cylindrée,DSC,Différentiel autobloquant,Direction assistée,Disponibilité,Dynamic Response,Détecteur de fatigue,Détecteur de pluie,Détection des piétons,Ecran central,Eléments extérieurs couleur carrosserie,Emissions de CO2,Energie,Fermeture assistée des portes,Fermeture centralisée,Feux à LED,Finition intérieure,Fixations ISOFIX,Frein de stationnement,Freinage,Garantie,Hauteur,Instrumentation digitale,Jantes,Kit carrosserie,Kit fumeurs,Kit rangement,Kit sécurité,Kit éclairage,Largeur,Lave Phares,Limiteur de vitesse,Longueur,Lumières d'ambiance,Marchepieds latéraux,Modes de conduite,Navigation,Nombre de cylindres,Nombre de moteurs électriques,Nombre de places,Nombre de portes,Nombre de rapports,Ordinateur de bord,Pack Sport Chrono,Pack aérodynamique M,Peinture,Phares,Pneumatiques runflat,Poignées de portes,Pommeau de levier de vitesse,Porte bagages,Préparation pour téléphone,Puissance (ch.din),Puissance avec overboost (ch.din),Puissance fiscale,Puissance thermique (ch.din),Puissance électrique,Pédaliers,Reconnaissance des panneaux,Rideau de benne,Régulateur de vitesse,Rétroviseur intérieur,Rétroviseurs extérieurs,Sellerie,Seuils de portes,Sièges,Sièges réglables en hauteur,Sorties d’échappement,Spoiler arrière,Stores pare-soleil,Surface de chargement,Surveillance d’angle mort,Suspension,Système Start & Stop,Système de descente en côte,Système de récupération d'énergie,Tableau de bord,Tapis de sol,Temps de recharge normale,Temps de recharge rapide,Terrain Response,Toit,Train roulant,Transmission,Version pays chauds,Vitesse maxi,Vitres,Vitres électriques,Voiture populaire,Volant,Volant réglable,Volume du coffre,Volume du coffre avant,Volume du coffre maximal,Volume utile
audi,q8-sportback-e-tron 55-e-quattro-s-line,349 000DTTTC,5.6s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Système de caméras 360 | Audi Parking System Plus,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,,,,,,,,582km,Haut-parleurs Bang & Olufsen | MMI Navigation Plus | 16 haut-parleurs,Pack style Noir,,Noires,114kWh,,,Démarrage mains libres,Automatique,,,,,SUV,,,Noir | Tissu,Automatique | 4 zones,,Accès mains libres,Ouverture et fermeture motorisée | Cache Bagages,,USB | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,,,22.3kWh/100 km,,,,,664nm0tr/min,,,,,Progressive,Disponible,,,,,10.1 pouces | Tactile avec retour haptique,,,Electrique,Soft close,À distance,Feux de jour | Avant | Arrières | Clignotants à défilement,Style aluminium | Inserts décoratifs en aluminium Mat Brossé Foncé,,Éléctrique,Étriers rouges,3 ans,1619mm,Audi Virtual Cockpit | 12.3'',En aluminium | 21'',S-line,,,Triangle de présignalisation | Trousse de premiers secours,,1937mm,,,4915mm,LED | 30 Couleurs,,,,,2,5,5,,,,,,Audi Matrix LED,,,,,,408CH,,12CV,,,Acier inoxydable brossé,,,,Anti-éblouissement  | Sans Cadre,Virtuels,Cuir | Valcona,Aluminium | Eclairés | S-line,Électriques | Chauffants | Réglage lombaire | Fonction mémoire | Avec Appuie-tête intégrés | Sport,Conducteur et passager,,,,,,Sport | Adaptive air suspension,,,,Similicuir,,11.5heures,31minutes,,Panoramique | En verre,,Intégrale,,200KM/H,Parebrise athermique | Lunette et vitres arrières sur-teintées | Acoustiques,Avant/Arrière,,Cuir | 3 branches | Multi-fonctions | Sport | à méplat | Avec palettes,En hauteur et en profondeur,569L,,,
audi,e-tron-gt quattro,360 000DTTTC,4.1s,,,Avant,,,,Radar de recul | Radar avant | Système de caméras 360 | Audi Parking System Plus,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,,,,,,,,487km,Haut-parleurs Bang & Olufsen | MMI Navigation Plus | 16 haut-parleurs | Subwoofer,,,,93kWh,,,Démarrage mains libres,Automatique,,,,,Berline,,,Noir,Automatique | 3 zones,,Accès mains libres,Ouverture et fermeture motorisée | Ouverture mains libres,,USB-C | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil | Audi smartphone interface,,,,18.8kWh/100 km,,,,,630nm0tr/min,,,,,Electromécanique,Sur arrivage,,,,,10.1 pouces | Tactile avec retour haptique,,,Electrique,,À distance,Feux de jour | Avant | Arrières | Clignotants à défilement,Style aluminium | Inserts décoratifs en Carbone Sergé Satiné,,,,3 ans,1410mm,Audi Virtual Cockpit | 12.3'',En aluminium | 21'',,,,Triangle de présignalisation | Trousse de premiers secours,,1960mm,,,4990mm,30 Couleurs,,,,,2,5,4,2,,,,,Audi Digital Matrix LED HD,,,,,,476CH,530CH,37CV,,,,,,Adaptatif,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Photosensibles | Mémoire de position,Cuir perforé | Surpiqures,Aluminium | Eclairés,Électriques | Ventilés | Réglage lombaire | Fonction mémoire | Avec Appuie-tête intégrés | Sport,Conducteur et passager,,,,,,Adaptive air suspension,,,,Cuir,,4.5heures,60minutes,,Panoramique | En verre,,Intégrale,,245KM/H,Parebrise athermique | Lunette et vitres arrières sur-teintées | Acoustiques,Avant/Arrière,,Cuir | 3 branches | Chauffant | Multi-fonctions | à méplat | Réglage électrique | Avec palettes,En hauteur et en profondeur,405L,85L,,
bako,bee start#specs,16 210DTTTC,n.c.s,,,,,,,Caméra de recul,,,,,,,,,,,,,,,,50km,,,,,2kWh,,,Démarrage mains libres,Automatique,,,,,Citadine,,,,,,,,,USB | Bluetooth,,,,,,,,,95nm0tr/min,,,,,,En pré-commande,,,,,Tactile | 10 pouces,,,Electrique,,À distance,Feux de jour | Avant | Arrières,,,,,3 ans ou 60.000 km,1530mm,,"En aluminium | 12""",,,,,,1100mm,,,2350mm,,,,,,1,3,2,1,,,,,LED,,,,,,3CH,,1CV,,,,,,,,,Tissu,,,,,,,,,,,,,,,6heures,180minutes,,,,Propulsion,,45KM/H,,,,,,,,,
bako,bee wave#specs,18 264DTTTC,n.c.s,,,,,,,Caméra de recul,,,,,,,,,,,,,,,,70km,,,,,2kWh,,,Démarrage mains libres,Automatique,,,,,Citadine,,,,En option (+ 3242 DT),,,,,USB | Bluetooth,,,,,,,,,95nm0tr/min,,,,,,En pré-commande,,,,,Tactile | 10 pouces,,,Electrique,,À distance,Feux de jour | Avant | Arrières,,,,,3 ans ou 60.000 km,1530mm,,"En aluminium | 12""",,,,,,1100mm,,,2350mm,,,,,,1,3,2,1,,,,,LED,,,,,,3CH,,1CV,,,,,,,,,Tissu,,,,,,,,,,,,,,,6heures,180minutes,,,,Propulsion,,45KM/H,,,,,,,,,
bako,bee horizons#specs,21 508DTTTC,n.c.s,,,,,,,Caméra de recul,,,,,,,,,,,,,,,,120km,,,,,2kWh,,,Démarrage mains libres,Automatique,,,,,Citadine,,,,En option (+ 3242 DT),,,,,USB | Bluetooth,,,,,,,,,95nm0tr/min,,,,,,En pré-commande,,,,,Tactile | 10 pouces,,,Electrique,,À distance,Feux de jour | Avant | Arrières,,,,,3 ans ou 60.000 km,1530mm,,"En aluminium | 12""",,,,,,1100mm,,,2350mm,,,,,,1,3,2,1,,,,,LED,,,,,,3CH,,1CV,,,,,,,,,Tissu,,,,,,,,,,,,,,,6heures,180minutes,,,,Propulsion,,45KM/H,,,,,,,,,
bako,evan start#specs,22 586DTTTC,N.C,,,,,,,Caméra de recul,,,,,,,,,,,,,,,,100km,,,,,7.5kWh,,,,Automatique,,,,,Utilitaire,,600KG,,Manuelle,,,,,USB | Bluetooth,,,,,,,,,110nm0tr/min,,,,,,En pré-commande,,,,,Tactile | 10 pouces,,,Electrique,,,Feux de jour | Avant | Arrières,,,,,3 ans ou 60.000 km,1680mm,,"En aluminium | 12""",,,,,,1240mm,,,2815mm,,,,,,1,1,3,1,,,,,LED,,,,,,10CH,,N.C,,,,,,,,,Tissu,,,,,,,,,,,,,,,6heures,180minutes,,,,Propulsion,,70KM/H,,,,,,,,,1.32m³
bako,evan wave#specs,27 990DTTTC,N.C,,,,,,,Caméra de recul,,,,,,,,,,,,,,,,200km,,,,,15.5kWh,,,,Automatique,,,,,Utilitaire,,600KG,,Manuelle,,,,,USB | Bluetooth,,,,,,,,,110nm0tr/min,,,,,,En pré-commande,,,,,Tactile | 10 pouces,,,Electrique,,,Feux de jour | Avant | Arrières,,,,,3 ans ou 60.000 km,1680mm,,"En aluminium | 12""",,,,,,1240mm,,,2815mm,,,,,,1,1,3,1,,,,,LED,,,,,,10CH,,N.C,,,,,,,,,Tissu,,,,,,,,,,,,,,,6heures,180minutes,,,,Propulsion,,70KM/H,,,,,,,,,1.32m³
bako,evan horizons#specs,32 313DTTTC,N.C,,,,,,,Caméra de recul,,,,,,,,,,,,,,,,250km,,,,,18kWh,,,,Automatique,,,,,Utilitaire,,600KG,,Manuelle,,,,,USB | Bluetooth,,,,,,,,,110nm0tr/min,,,,,,En pré-commande,,,,,Tactile | 10 pouces,,,Electrique,,,Feux de jour | Avant | Arrières,,,,,3 ans ou 60.000 km,1680mm,,"En aluminium | 12""",,,,,,1240mm,,,2815mm,,,,,,1,1,3,1,,,,,LED,,,,,,10CH,,N.C,,,,,,,,,Tissu,,,,,,,,,,,,,,,6heures,180minutes,,,,Propulsion,,70KM/H,,,,,,,,,1.32m³
bestune,bestune-t77 1.5-l-160-ch#specs,113 777DTTTC,10.5s,,,Avant,,Autohold,,Radar de recul | Caméra de recul,,Frontaux | Latéraux,,,,1 prise 12 V,,,ESC | ESP | TCS,,3,,EBA | EBD | VDR,,,,6 haut-parleurs | Commandes au volant,Chrome,,Chromées,,,,Démarrage mains libres,Automatique,,Chromée,,,SUV,,,,Automatique | Bizone,,Accès mains libres,Ouverture mains libres | Ouverture à distance,,2 USB | Android Auto | Apple Carplay | Bluetooth,,7.1L/100 km,,,,TPMS,,,258nm1500tr/min,,1498CM³,,,Électrique,Disponible,,,,,Tactile | 12.3 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,Noir brillant | Chromée | Effet bois,,Éléctrique,,5 ans ou 150000 km,1615mm,i-cockpit | 8 pouces,En aluminium | 18'',,,Poches aumônières | Porte-lunettes,Triangle de présignalisation,,1845mm,,,4525mm,,,Normal | Sport | Eco,,4,,5,5,7,,,,Métallisée | Nacrée,Full LED,,Chromées,Cuir,,,160CH,,9CV,,,,,,,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Cuir perforé,,Conducteur à réglage électrique | 6 directions | Chauffants | Avec Appuie-tête intégrés | Baquets,Conducteur,,Noir,,,,,,HDC,,,,,,,Ouvrant | Panoramique | En verre,,Traction,,192KM/H,Lunette et vitres arrières sur-teintées,Avant/Arrière,,Cuir | 3 branches | Multi-fonctions | Sport | à méplat,En hauteur et en profondeur,342L,,1350L,
bestune,bestune-t77 1.5-l-bva-premium#specs,118 777DTTTC,10.5s,,,Avant,,Autohold,,Radar de recul | Système de caméras 360,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,ESC | ESP | TCS,,3,,AFU | Active City Brake | EBA | BAS | EBD | Système anti-collision avec détection des piétons |  Freinage automatique anti-collision | Alerte Risque Colision,,,,6 haut-parleurs | Commandes au volant,Chrome,,Chromées,,,,Démarrage mains libres,Automatique,,Chromée,,,SUV,,,,Automatique | Bizone,,Accès mains libres,Ouverture mains libres | Ouverture à distance,,2 USB | Android Auto | Apple Carplay | Bluetooth,5.7L/100 km,7.1L/100 km,9.3L/100 km,,,TPMS,,,258nm1500tr/min,,1498CM³,,,Électrique,Disponible,,,,,Tactile | 12.3 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,Noir brillant | Chromée | Effet bois,,Éléctrique,,5 ans ou 150000 km,1615mm,i-cockpit | 12.3'',En aluminium | 19'',,,Poches aumônières | Porte-lunettes,Triangle de présignalisation,,1845mm,,,4525mm,LED,,Normal | Sport | Eco,,4,,5,5,7,,,,Métallisée | Nacrée,Full LED,,Chromées,Cuir,,,160CH,,9CV,,,,,,Adaptatif,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Cuir perforé | Surpiqures,,Conducteur à réglage électrique | 6 directions | Chauffants | Avec Appuie-tête intégrés | Baquets,Conducteur,,Noir,,,,,,HDC,,,,,,,Ouvrant | Panoramique | En verre,,Traction,,192KM/H,Lunette et vitres arrières sur-teintées,Avant/Arrière,,Cuir | 3 branches | Multi-fonctions | Sport | à méplat,En hauteur,342L,,1350L,
bmw,serie-1-5p 116i-lounge#specs,150 900DTTTC,10.6s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Latéraux | Rideaux,,,,,,,DSC,LED,3,,AFU,,,,Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,Compacte,,,,Automatique,,,,,USB | USB-C | Apple Carplay | AUX | Bluetooth,5.4L/100 km,5.8L/100 km,6.8L/100 km,,,,,,190nm1380tr/min,,1499CM³,,,,Disponible,,,,,Tactile | 10.25 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,Illuminated Berlin,,Éléctrique,,5 ans (2+3),1434mm,Live Cockpit Professional | 10.25'',En aluminium | 17'',,,,Triangle de présignalisation,,1799mm,,,4319mm,,,,,3,,5,5,7,Ecran TFT 10.25'',,,,Full LED,,,,,,109CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Tissu,,,Conducteur et passager,,,,,,,,,,,Velours,,,,Ouvrant | Panoramique | En verre,,Traction,,200KM/H,Parebrise athermique,Avant/Arrière,,Cuir | Multi-fonctions | Sport,En hauteur et en profondeur,380L,,,
bmw,serie-1-5p 116i-edition-color-vision#specs,159 400DTTTC,10.6s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,DSC,LED,3,,AFU,,,,Commandes au volant,Noir Brillant | Shadow Line,,,,,,Démarrage mains libres,Automatique,,,,,Compacte,,,Anthracite,Automatique,,Accès mains libres,,,USB | USB-C | Apple Carplay | AUX | Bluetooth,5.4L/100 km,5.8L/100 km,6.8L/100 km,,,,,,190nm1380tr/min,,1499CM³,,,,Disponible,,,,,Tactile | 10.25 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,Illuminated Boston,,Éléctrique,,5 ans (2+3),1434mm,Live Cockpit Professional | 10.25'' | BMW Live Plus,En aluminium | 18'',Pack Sport M,,,Triangle de présignalisation,,1799mm,,,4319mm,,,Normal | Sport | Eco,,3,,5,5,7,Ecran TFT 10.25'',,,Métallisée,Full LED | Adaptatifs,,,,,,109CH,,6CV,,,,,,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Cuir | Dakota,,Sport M,Conducteur et passager,,,,,,,,,,,Velours,,,,Ouvrant | Panoramique | En verre,Sport M,Traction,,200KM/H,Parebrise athermique | Calorifuges,Avant/Arrière,,Cuir | Multi-fonctions | M,En hauteur et en profondeur,380L,,,
bmw,serie-1-5p 118i-edition-color-vision#specs,167 500DTTTC,8.8s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,DSC,LED,3,,AFU,,,,Commandes au volant,Noir Brillant | Shadow Line,,,,,,Démarrage mains libres,Automatique,,,,,Compacte,,,Anthracite,Automatique,,Accès mains libres,,,USB | USB-C | Apple Carplay | AUX | Bluetooth,4.3L/100 km,5.3L/100 km,7L/100 km,,,,,,220nm1480tr/min,,1499CM³,,,,Disponible,,,,,Tactile | 10.25 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,Illuminated Boston,,Éléctrique,,5 ans (2+3),1434mm,Live Cockpit Professional | 10.25'' | BMW Live Plus,En aluminium | 18'',Pack Sport M,,,Triangle de présignalisation,,1799mm,,,4319mm,,,Normal | Sport | Eco,,3,,5,5,7,Ecran TFT 10.25'',,,Métallisée,Full LED | Adaptatifs,,,,,,140CH,,8CV,,,,,,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Cuir | Dakota,,Sport M,Conducteur et passager,,,,,,,,,,,Velours,,,,Ouvrant | Panoramique | En verre,Sport M,Traction,,214KM/H,Parebrise athermique | Calorifuges,Avant/Arrière,,Cuir | Multi-fonctions | M,En hauteur et en profondeur,380L,,,
bmw,serie-1-5p 116i-pack-m#specs,167 900DTTTC,10.6s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Latéraux | Rideaux,,,,,,,DSC,LED,3,,AFU,,,,Commandes au volant,Noir Brillant,,,,,,Démarrage mains libres,Automatique,,,,,Compacte,,,BMW Individual anthracite,Automatique | Bizone,,Accès mains libres,,,USB | USB-C | AUX | Bluetooth,5.4L/100 km,5.8L/100 km,6.8L/100 km,,,,,,190nm1380tr/min,,1499CM³,,,,Disponible,,,,,Tactile | 10.25 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,Illuminated Boston,,Éléctrique,,5 ans (2+3),1434mm,Live Cockpit Professional | 10.25'',En aluminium | 17'',Pack Sport M,,,Triangle de présignalisation,,1799mm,,,4319mm,,,,,3,,5,5,7,Ecran TFT 10.25'',,,,Full LED,,,,,,109CH,,6CV,,,Aluminium,,,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Trigon/Alcantara,,Avec Appuie-tête intégrés | Sport,Conducteur et passager,,,,,,,,,,,Velours,,,,Ouvrant | Panoramique | En verre,Sport M,Traction,,200KM/H,Parebrise athermique | Calorifuges,Avant/Arrière,,Cuir | Multi-fonctions | M,En hauteur et en profondeur,380L,,,
bmw,serie-2-gran-coupe 218i-lounge#specs,169 900DTTTC,8.7s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,DSC | ARB,LED,3,,AFU,,,,Commandes au volant,Noir Brillant | Shadow Line,,,,,,Démarrage mains libres,Automatique,,,,,Berline,,,,Automatique,,,,,USB | USB-C | Apple Carplay | AUX | Bluetooth,4.3L/100 km,5L/100 km,6.2L/100 km,,,,,,220nm1480tr/min,,1499CM³,,EDLC,,Disponible,,,,,Tactile | 8.8'',,111g/km,Essence,,À distance,Feux de jour | Avant | Arrières,Illuminated Boston,,Éléctrique,,5 ans (2+3),1420mm,Live Cockpit Professional,En aluminium | 17'',,,,Triangle de présignalisation,,1800mm,,,4526mm,LED,,,,3,,5,4,7,,,,,Full LED,,,,,,140CH,,8CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Tissu,,,Conducteur et passager,,,,,,,,,,,Velours,,,,Ouvrant | Panoramique | En verre,,Traction,,215KM/H,Parebrise athermique | Calorifuges,Avant/Arrière,,Cuir | Multi-fonctions | Sport,En hauteur et en profondeur,430L,,,
bmw,serie-2-gran-coupe 218i-color-vision-edition#specs,184 600DTTTC,8.7s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,DSC | ARB,LED,3,,AFU,,,,Commandes au volant,Noir Brillant | Shadow Line,,,,,,Démarrage mains libres,Automatique,,,,,Berline,,,BMW Individual anthracite,Automatique | Bizone,,Accès mains libres,,,USB | USB-C | Apple Carplay | AUX | Bluetooth,4.3L/100 km,5L/100 km,6.2L/100 km,,,,,,220nm1480tr/min,,1499CM³,,EDLC,,Disponible,,,,,Tactile | 8.8'',,111g/km,Essence,,À distance,Feux de jour | Avant | Arrières,Illuminated Boston,,Éléctrique,,5 ans (2+3),1420mm,Live Cockpit Professional | BMW Live Plus,En aluminium | 18'' | Bi-ton,Pack Sport M,,,Triangle de présignalisation,,1800mm,,,4526mm,LED,,,,3,,5,4,7,Ecran TFT 10.25'',,,Métallisée,Full LED | Adaptatifs,,,,,,140CH,,8CV,,,,,,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Cuir | Schwarz | Dakota,,Sport M,Conducteur et passager,,,,,,,,,,,Velours,,,,Ouvrant | Panoramique | En verre,Sport M,Traction,,215KM/H,Parebrise athermique | Calorifuges,Avant/Arrière,,Cuir | Multi-fonctions | M,En hauteur et en profondeur,430L,,,
bmw,serie-2-gran-coupe 218i-pack-sport-m#specs,191 900DTTTC,8.7s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,DSC | ARB,LED,3,,AFU,,,,Commandes au volant,Noir Brillant | Shadow Line,,BMW Individual Shadow Line,,,,Démarrage mains libres,Automatique,,,,,Berline,,,BMW Individual anthracite,Automatique | Bizone,,Accès mains libres,,,USB | USB-C | Apple Carplay | AUX | Bluetooth,4.3L/100 km,5L/100 km,6.2L/100 km,,,,,,220nm1480tr/min,,1499CM³,,EDLC,,Disponible,,,,,Tactile | 8.8'',,111g/km,Essence,,À distance,Feux de jour | Avant | Arrières,Illuminated Boston,,Éléctrique,,5 ans (2+3),1420mm,Live Cockpit Professional,En aluminium | 18'',Pack Sport M,,,Triangle de présignalisation,,1800mm,,,4526mm,LED,,,,3,,5,4,7,Ecran TFT 10.25'',,,,Full LED | Adaptatifs,,,,,,140CH,,8CV,,,,,,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Trigon/Alcantara,,Sport M,Conducteur et passager,,,,,,,,,,,Velours,,,,Ouvrant | Panoramique | En verre,Sport M,Traction,,215KM/H,Parebrise athermique | Calorifuges,Avant/Arrière,,Cuir | Multi-fonctions | M,En hauteur et en profondeur,430L,,,
bmw,serie-3 320i-business-line#specs,207 900DTTTC,8.7s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,DSC,,3,,DBC,,,,6 haut-parleurs | Commandes au volant,Shadow Line,,,,,,Démarrage mains libres,Automatique,,Aluminium satiné,,,Berline,,,,Automatique | 3 zones,,Accès mains libres,,,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,4.8L/100 km,5.5L/100 km,6.8L/100 km,,,,,,250nm1500tr/min,,1598CM³,,EDLC,,2 mois,,,,,Tactile | 14.9 pouces,Pare-chocs | Poignées de portes | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,Quarzsilber mat grainé | Dark Graphite mat,,Éléctrique,,5 ans (2+3),1435mm,12.3'' | BMW Live Plus | Widescreen,En aluminium | 17'',Business Line,,,Triangle de présignalisation | Trousse de premiers secours,,1827mm,,,4709mm,LED,,Confort | Sport | Eco,,4,,5,4,8,,,,Métallisée | +5000 DT,Full LED,,,,,,170CH,,9CV,,,,,,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Mémoire de position | Avec clignotants intégrés,Tissu,,Électriques | Fonction mémoire,Conducteur et passager,,,,,,,,,,,Velours,,,,,,Propulsion,,226KM/H,Calorifuges,Avant/Arrière,,Cuir | Multi-fonctions | Sport,En hauteur et en profondeur,480L,,,
bmw,serie-3 320i-24-lounge#specs,225 900DTTTC,8.7s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,DSC,,3,,DBC,,,,6 haut-parleurs | Commandes au volant,Shadow Line,,,,,,Démarrage mains libres,Automatique,,Aluminium satiné,,,Berline,,,,Automatique | 3 zones,,Accès mains libres,Ouverture et fermeture motorisée,,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,4.8L/100 km,5.5L/100 km,6.8L/100 km,,,,,,250nm1500tr/min,,1598CM³,,EDLC,,2 mois,,,,,Tactile | 14.9 pouces,Pare-chocs | Poignées de portes | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,Quarzsilber mat grainé | Dark Graphite mat,,Éléctrique,,5 ans (2+3),1435mm,12.3'' | BMW Live Plus | Widescreen,En aluminium | 17'',,,,Triangle de présignalisation | Trousse de premiers secours,,1827mm,,,4709mm,LED,,Confort | Sport | Eco,,4,,5,4,8,,,,Métallisée | +5000 DT,Full LED,,,,,,170CH,,9CV,,,,,,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Mémoire de position | Avec clignotants intégrés,Sensatec perforé,,Électriques | Fonction mémoire | Sport,Conducteur et passager,,,,,,,,,,,Velours,,,,Ouvrant | En verre,,Propulsion,,226KM/H,Calorifuges,Avant/Arrière,,Cuir | Multi-fonctions | Sport,En hauteur et en profondeur,480L,,,
bmw,serie-3 320i-pack-m#specs,249 900DTTTC,8.7s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,DSC,,3,,DBC,,,,10 haut-parleurs | Commandes au volant | Système HiFi | Amplificateur numérique | 205 watts,Shadow Line,,,,,,Démarrage mains libres,Automatique,,Noire,,,Berline,,,M anthracite,Automatique | 3 zones,,Accès mains libres,Ouverture et fermeture motorisée,,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,4.8L/100 km,5.5L/100 km,6.8L/100 km,,,,,,250nm1500tr/min,,1598CM³,,EDLC,Sport variable,2 mois,,,,,Tactile | 14.9 pouces,Pare-chocs | Poignées de portes | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,M Aluminium Rhombicle Anthrazit,,Éléctrique,,5 ans (2+3),1435mm,12.3'' | Live Cockpit Professional | BMW Live Plus | Widescreen,En aluminium | 18'',Pack Sport M,,,Triangle de présignalisation | Trousse de premiers secours,,1827mm,,,4709mm,LED,,Confort | Sport | Eco,,4,,5,4,8,,,,Métallisée | +5000 DT,Full LED | Adaptatifs,,,,,,170CH,,9CV,,,,,,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Mémoire de position | Avec clignotants intégrés,Sensatec perforé,,Électriques | Fonction mémoire | Sport,Conducteur et passager,,,,,,,,,,,Velours,,,,Ouvrant | En verre,Sport M,Propulsion,,226KM/H,Calorifuges,Avant/Arrière,,Cuir | Multi-fonctions | M | Sport,En hauteur et en profondeur,480L,,,
