Marque,Modèle,year,road,boite,horsepower,fuel,nbre_portes,cylindrée,transmission,Prix
Dacia,Dokker Van,2020,90 000 km,Manuelle,6 cv,Diesel,4,1499,Traction,34
Toyota,Hilux Simple Cabine,2010,480 000 km,Manuelle,10 cv,Diesel,4,1198,Intégrale,73
Peugeot,3008 Crossway,2018,140 000 km,Automatique,7 cv,Essence,5,1149,Traction,82
KIA,Sportage GT-Line,2016,140 000 km,Automatique,10 cv,Diesel,5,2143,Propulsion,97
BMW,Série 5,2005,190 000 km,Automatique,18 cv,Diesel,4,2000,Propulsion,87
Nissan,350Z,2003,40 000 km,Automatique,20 cv,Essence,4,3000,Propulsion,87
Volkswagen,Golf 7,2016,70 000 km,Automatique,13 cv,Essence,5,999,Traction,106
Suzuki,Swift GL,2018,90 000 km,Manuelle,5 cv,Essence,4,4400,Traction,33
BMW,Série 3,1988,180 000 km,Manuelle,7 cv,Diesel,4,1598,Propulsion,20
Geely,GC6,2021,61 000 km,Manuelle,6 cv,Essence,5,1498,Traction,38
MG,ZS,2020,77 800 km,Automatique,5 cv,Essence,5,1497,Traction,69
Land,Rover Range Rover Evoque,2014,182 000 km,Automatique,9 cv,Diesel,5,1390,Intégrale,98
Toyota,RAV 4,2016,280 000 km,Automatique,9 cv,Essence,4,1998,Traction,56
Peugeot,3008,2019,87 000 km,Automatique,7 cv,Essence,5,1200,Traction,82
Volkswagen,Golf 7,2017,73 000 km,Automatique,13 cv,Essence,5,1200,Traction,115
Porsche,Macan,2023,6 900 km,Automatique,17 cv,Essence,4,1124,Intégrale,375
BMW,Série 3,2021,80 000 km,Automatique,9 cv,Essence,3,1242,Traction,174
Porsche,Cayenne Coupé,2019,59 000 km,Automatique,25 cv,Essence,5,1496,Intégrale,370
Toyota,Land Cruiser,2016,98 000 km,Automatique,18 cv,Diesel,4,1600,Intégrale,350
Mini,5 portes,2015,75 000 km,Manuelle,5 cv,Essence,5,1400,Traction,58
Mercedes-Benz,Classe E coupé,2018,86 000 km,Automatique,33 cv,Hybride,4,1998,Traction,340
Mitsubishi,L200 Sportero,2022,19 000 km,Automatique,8 cv,Diesel,5,2000,Intégrale,168
Porsche,Cayenne,2022,15 000 km,Automatique,22 cv,Hybride,4,999,Intégrale,510
Audi,A5 Sportback S-Line,2020,85 000 km,Automatique,8 cv,Essence,5,3000,Traction,147
Mercedes-Benz,CLA,2020,93 000 km,Automatique,6 cv,Diesel,4,1600,Traction,148
Mercedes-Benz,GLC Coupé,2020,70 000 km,Automatique,12 cv,Hybride,4,1240,Intégrale,245
Mercedes-Benz,Classe G,2010,168 000 km,Automatique,16 cv,Diesel,4,2000,Intégrale,350
Peugeot,508,2020,46 000 km,Automatique,8 cv,Essence,5,1149,Traction,85
Mercedes-Benz,Classe S,2015,79 000 km,Automatique,11 cv,Hybride,4,1989,Traction,195
Peugeot,508,2019,137 000 km,Automatique,8 cv,Essence,4,1200,Traction,83
Land,Rover Range Rover Sport,2019,100 000 km,Automatique,19 cv,Hybride,5,1998,Traction,340
Mercedes-Benz,ML,2010,231 000 km,Automatique,12 cv,Diesel,4,1200,Intégrale,88
Mercedes-Benz,Classe G AMG,2015,30 000 km,Automatique,47 cv,Essence,5,1595,Intégrale,630
Suzuki,Jimny GL,2019,100 000 km,Automatique,6 cv,Essence,5,1598,Traction,85
Porsche,Cayenne E-Hybrid,2019,40 000 km,Automatique,21 cv,Hybride,5,998,Intégrale,420
Mercedes-Benz,Classe C,2020,115 000 km,Automatique,8 cv,Diesel,5,1499,Intégrale,150
Audi,A3 Berline,2023,40 000 km,Automatique,8 cv,Essence,5,1599,Intégrale,125
Toyota,Hilux Double Cabine,2020,90 000 km,Manuelle,8 cv,Diesel,5,1498,Intégrale,150
Mercedes-Benz,Classe E,2024,0 km,Automatique,11 cv,Essence,4,1200,Intégrale,430
Hyundai,Tucson,2024,0 km,Automatique,7 cv,Hybride,4,3000,Intégrale,212
Volkswagen,Tiguan,2024,0 km,Automatique,8 cv,Hybride,2,1998,Intégrale,225
Volkswagen,Passat R-Line DSG,2020,45 000 km,Automatique,8 cv,Essence,5,1599,Intégrale,110
Mercedes-Benz,GLE Coupé,2022,30 000 km,Automatique,8 cv,Hybride,5,1000,Intégrale,420
Mercedes-Benz,GLC Coupé,2024,0 km,Automatique,11 cv,Hybride,5,1600,Intégrale,440
Mercedes-Benz,Classe C,2020,9 000 km,Automatique,10 cv,Hybride,5,1000,Intégrale,185
Mercedes-Benz,Classe E,2012,60 000 km,Automatique,15 cv,Essence,5,4999,Intégrale,110
Mercedes-Benz,ML,2010,127 000 km,Automatique,19 cv,Essence,5,1500,Intégrale,75
Mitsubishi,Pajero,2016,200 000 km,Automatique,15 cv,Essence,3,1399,Intégrale,107
Mercedes-Benz,CLA,2023,16 000 km,Automatique,9 cv,Hybride,4,1998,Intégrale,220
Jaguar,XJL,2016,50 000 km,Automatique,16 cv,Essence,4,2993,Intégrale,175
Land,Rover Range Rover Evoque,2016,160 000 km,Automatique,8 cv,Diesel,4,1500,Intégrale,110
Peugeot,3008,2017,130 000 km,Manuelle,7 cv,Essence,4,1595,Intégrale,65
Land,Rover Range Rover Sport,2014,130 000 km,Automatique,16 cv,Diesel,5,1200,Intégrale,198
BMW,Série 7,2018,80 000 km,Automatique,15 cv,Essence,4,1200,Intégrale,275
Volkswagen,CC,2015,120 000 km,Automatique,10 cv,Essence,5,2000,Intégrale,65
Volkswagen,Golf 8,2020,37 000 km,Manuelle,5 cv,Essence,5,1800,Intégrale,88
Land,Rover Range Rover Sport Autobiography,2023,12 000 km,Automatique,28 cv,Hybride,4,1598,Intégrale,740
Land,Rover Range Rover Sport,2012,180 000 km,Automatique,16 cv,Diesel,5,1500,Intégrale,150
Land,Rover Range Rover Sport,2015,100 000 km,Automatique,19 cv,Diesel,4,2000,Intégrale,230
Land,Rover Range Rover Evoque,2016,180 000 km,Automatique,15 cv,Essence,4,1499,Intégrale,105
Peugeot,2008,2017,100 000 km,Manuelle,6 cv,Essence,5,999,Intégrale,43
Jaguar,XF,2009,139 000 km,Automatique,17 cv,Essence,3,1300,Intégrale,55
BMW,Série 7,2008,160 000 km,Automatique,31 cv,Essence,5,1500,Intégrale,85
BMW,Série 5 Luxury Line,2018,70 000 km,Automatique,10 cv,Essence,4,999,Intégrale,147
BMW,Série 3,2019,120 000 km,Automatique,7 cv,Essence,4,1587,Intégrale,90
Audi,A3,2006,414 000 km,Manuelle,5 cv,Diesel,5,3000,Traction,28
Volkswagen,Polo,2016,185 000 km,Manuelle,4 cv,Essence,5,1198,Traction,35
KIA,Rio 5p,2019,145 000 km,Manuelle,5 cv,Essence,5,1599,Traction,49
Volkswagen,Golf 7,2018,88 000 km,Manuelle,8 cv,Essence,5,2199,Traction,95
Jaguar,XF Luxe,2014,120 000 km,Automatique,15 cv,Essence,5,1000,Propulsion,95
Volkswagen,Transporter Combi 6.1,2019,224 000 km,Manuelle,7 cv,Diesel,2,1199,Traction,88
Volkswagen,T5,2014,249 000 km,Manuelle,7 cv,Diesel,4,1498,Traction,34
Ssangyong,Tivoli Confort Plus,2020,95 000 km,Automatique,8 cv,Essence,4,3000,Traction,69
Volkswagen,Golf 6 Confortline,2008,148 800 km,Manuelle,5 cv,Essence,3,1200,Traction,42
Mercedes-Benz,Classe C,2012,159 000 km,Automatique,9 cv,Essence,5,1400,Propulsion,73
Peugeot,207,2006,220 000 km,Manuelle,4 cv,Diesel,5,1499,Propulsion,25
Mercedes-Benz,GLC,2016,83 000 km,Automatique,12 cv,Essence,4,1699,Intégrale,158
Seat,Leon Cupra,2020,74 000 km,Automatique,18 cv,Essence,5,1200,Traction,132
Volkswagen,Touareg,2006,308 000 km,Automatique,16 cv,Diesel,3,2000,Intégrale,48
BMW,Série 5,2021,32 000 km,Automatique,10 cv,Essence,5,1958,Traction,208
BMW,X6,2011,180 000 km,Automatique,21 cv,Essence,4,899,Intégrale,98
BMW,Série 5,2020,93 000 km,Automatique,10 cv,Essence,5,1995,Traction,178
Mercedes-Benz,GLC Coupé,2024,0 km,Automatique,12 cv,Essence,5,1395,Intégrale,400
Mercedes-Benz,Classe S,2020,40 000 km,Automatique,32 cv,Hybride,5,1199,Intégrale,450
Mini,Clubman,2019,34 000 km,Manuelle,5 cv,Essence,5,1198,Traction,100
Nissan,Qashqai,2022,26 000 km,Automatique,8 cv,Essence,5,1598,Traction,95
Mercedes-Benz,Classe E,2022,9 000 km,Automatique,9 cv,Essence,5,999,Traction,245
Mercedes-Benz,GLC Coupé,2023,6 600 km,Automatique,12 cv,Essence,4,2000,Intégrale,360
KIA,Picanto GT-Line,2022,63 000 km,Automatique,4 cv,Essence,4,1400,Traction,54
BYD,F3,2022,10 000 km,Manuelle,7 cv,Essence,5,2555,Traction,47
Toyota,Prado,2003,449 000 km,Automatique,11 cv,Diesel,5,1499,Intégrale,88
Land,Rover Range Rover Sport,2020,37 000 km,Automatique,19 cv,Hybride,4,1598,Intégrale,350
Mercedes-Benz,CLA,2021,69 000 km,Automatique,8 cv,Hybride,4,1500,Traction,174
Porsche,Cayenne E-Hybrid,2019,86 000 km,Automatique,20 cv,Hybride,4,999,Intégrale,410
Audi,A5 Sportback,2021,58 000 km,Automatique,8 cv,Essence,5,2993,Traction,170
Citroën,DS5,2014,160 000 km,Automatique,9 cv,Essence,4,1498,Intégrale,41
KIA,Sportage,2022,30 000 km,Automatique,10 cv,Essence,5,3000,Traction,122
Toyota,C-HR,2020,102 000 km,Automatique,6 cv,Essence,5,1197,Traction,78
Land,Rover Range Rover Velar R-Dynamic,2021,85 000 km,Automatique,16 cv,Essence,4,7000,Traction,240
Mercedes-Benz,Classe E coupé AMG,2018,90 000 km,Automatique,11 cv,Essence,4,2999,Traction,164
Mercedes-Benz,Classe C,2013,56 000 km,Automatique,9 cv,Essence,5,1600,Traction,88
Porsche,Cayenne,2010,183 000 km,Automatique,41 cv,Essence,5,1000,Traction,158
Toyota,Yaris Cross Hybride,2024,2 000 km,Automatique,5 cv,Hybride,5,999,Traction,114
Jeep,Compass,2020,76 000 km,Automatique,11 cv,Essence,4,1998,Traction,95
Jaguar,F-Pace,2018,84 000 km,Automatique,10 cv,Diesel,5,2200,Traction,180
Land,Rover Range Rover Evoque,2015,122 000 km,Automatique,15 cv,Essence,5,1599,Traction,95
Cupra,Formentor Exclusive,2022,23 000 km,Automatique,11 cv,Essence,5,4395,Traction,145
Peugeot,2008,2014,136 000 km,Manuelle,5 cv,Essence,2,1198,Traction,34
MG,HS Luxury,2020,100 000 km,Automatique,9 cv,Essence,2,999,Traction,78
Audi,A5 Sportback S-Line,2019,255 000 km,Automatique,8 cv,Essence,4,1798,Traction,85
Skoda,Scala Essence,2020,95 000 km,Automatique,6 cv,Essence,5,2000,Traction,67
Mercedes-Benz,Classe C AMG +,2013,201 000 km,Automatique,9 cv,Essence,5,1400,Intégrale,81
BMW,Série 1,2018,72 000 km,Automatique,7 cv,Essence,5,1499,Traction,76
Volkswagen,Golf 6,2010,235 000 km,Manuelle,5 cv,Diesel,4,1400,Traction,41
Peugeot,508 Active,2011,200 000 km,Manuelle,9 cv,Essence,5,1400,Traction,27
Renault,Kadjar Intens,2018,68 000 km,Automatique,7 cv,Essence,5,1000,Propulsion,62
Mini,5 portes,2016,160 000 km,Manuelle,5 cv,Essence,5,3000,Traction,46
BMW,Série 3,2016,142 000 km,Automatique,7 cv,Essence,2,3000,Traction,79
BMW,Série 3 Luxury Line,2015,131 000 km,Manuelle,7 cv,Essence,5,1500,Traction,66
BMW,Série 3,2016,92 000 km,Manuelle,10 cv,Essence,5,3956,Traction,92
Mercedes-Benz,GLA AMG,2015,104 000 km,Automatique,8 cv,Essence,4,1598,Traction,95
Peugeot,Landtrek Double Cabine,2021,124 000 km,Manuelle,6 cv,Diesel,,,Traction,64
KIA,Rio 5p,2019,91 000 km,Manuelle,5 cv,Essence,4,1400,Traction,52
BMW,Série 1 Business Line,2019,111 074 km,Automatique,7 cv,Essence,5,1200,Traction,81
Hyundai,Creta,2020,90 500 km,Automatique,6 cv,Essence,3,1461,Traction,74
BMW,X4,2019,50 000 km,Automatique,11 cv,Essence,4,1000,Intégrale,243
Ford,Ecosport,2021,77 000 km,Automatique,7 cv,Essence,5,999,Traction,66
Audi,A3 Sportback,2016,154 000 km,Manuelle,6 cv,Essence,3,1600,Traction,64
Seat,Arona,2020,43 000 km,Automatique,6 cv,Essence,5,1000,Traction,75
Nissan,Qashqai,2010,228 000 km,Manuelle,6 cv,Diesel,,,Traction,37
Haval,Jolion,2021,35 000 km,Automatique,9 cv,Essence,4,1124,Traction,84
Mercedes-Benz,GLC,2018,39 000 km,Automatique,9 cv,Diesel,4,2498,Traction,220
Porsche,Macan,2023,22 000 km,Automatique,17 cv,Essence,4,1899,Intégrale,360
Land,Rover Range Rover Sport,2013,178 000 km,Automatique,17 cv,Diesel,5,1332,Intégrale,145
Renault,Clio,2021,122 000 km,Manuelle,5 cv,Essence,4,999,Traction,41
Peugeot,3008,2020,93 000 km,Automatique,7 cv,Essence,4,999,Traction,69
Audi,A5 Sportback S-Line,2021,102 000 km,Automatique,8 cv,Essence,5,1000,Traction,142
Land,Rover Discovery,2015,176 000 km,Automatique,15 cv,Essence,5,899,Intégrale,114
BMW,X1 xLine,2023,21 000 km,Automatique,9 cv,Essence,4,1598,Traction,175
BMW,X5,2018,214 000 km,Automatique,13 cv,Diesel,5,1998,Intégrale,170
BMW,X3,2020,69 500 km,Automatique,8 cv,Diesel,5,999,Traction,220
Mercedes-Benz,Classe C,2016,176 000 km,Automatique,8 cv,Essence,5,1399,Traction,90
Audi,A3 Berline,2022,56 000 km,Automatique,8 cv,Essence,5,1599,Traction,119
Jaguar,XJL,2014,51 500 km,Automatique,16 cv,Essence,4,2727,Propulsion,150
Mercedes-Benz,GLC Coupé,2020,70 000 km,Automatique,12 cv,Hybride,4,1500,Traction,245
Audi,A7 Sportback Quattro V6,2022,86 000 km,Automatique,23 cv,Essence,5,1497,Intégrale,295
Land,Rover Range Rover,2017,52 000 km,Automatique,43 cv,Essence,4,1598,Intégrale,460
Mercedes-Benz,Classe A,2021,37 000 km,Automatique,8 cv,Hybride,,,Traction,137
BMW,Série 4 Coupé,2023,20 500 km,Automatique,10 cv,Essence,5,2925,Traction,265
Hyundai,Tucson,2023,11 500 km,Automatique,10 cv,Essence,4,1298,Intégrale,142
Chery,Tiggo 8,2022,49 500 km,Automatique,9 cv,Essence,5,1590,Traction,92
Mercedes-Benz,GLA,2021,91 000 km,Automatique,9 cv,Essence,5,1197,Traction,182
BMW,X2,2018,38 000 km,Automatique,7 cv,Essence,5,1500,Propulsion,132
BMW,Série 4 Gran Coupé,2017,108 000 km,Automatique,7 cv,Essence,5,5000,Traction,105
MG,HS Luxury,2021,78 000 km,Automatique,10 cv,Essence,4,999,Traction,77
Ford,Kuga,2019,93 000 km,Manuelle,8 cv,Essence,4,1498,Traction,71
Volkswagen,Golf 7,2017,98 500 km,Manuelle,5 cv,Essence,5,1999,Traction,62
KIA,Sportage,2021,77 000 km,Automatique,8 cv,Essence,4,1899,Traction,103
KIA,Sportage,2019,123 000 km,Automatique,8 cv,Essence,5,2987,Traction,76
Haval,H6 Luxury,2019,99 000 km,Automatique,9 cv,Essence,5,1591,Traction,72
Mercedes-Benz,Classe C,2022,35 000 km,Automatique,9 cv,Essence,4,1400,Traction,215
Mazda,3,2017,130 000 km,Manuelle,6 cv,Essence,5,1498,Traction,46
Ford,Ecosport,2020,94 000 km,Manuelle,7 cv,Essence,5,1599,Traction,66
Mercedes-Benz,GLB AMG,2022,50 000 km,Automatique,9 cv,Essence,5,1200,Traction,175
Mercedes-Benz,Classe C Avantgarde,2008,185 000 km,Automatique,10 cv,Diesel,5,1499,Traction,55
Mercedes-Benz,Classe E coupé AMG,2012,134 000 km,Automatique,10 cv,Essence,5,1597,Propulsion,77
Chery,Tiggo 3X,2022,48 000 km,Automatique,6 cv,Essence,5,1500,Traction,52
Seat,Ibiza,2020,123 000 km,Manuelle,4 cv,Essence,3,899,Traction,52
Peugeot,2008 Allure,2017,93 000 km,Manuelle,5 cv,Essence,5,1399,Propulsion,48
Seat,Arona Style,2021,58 000 km,Manuelle,6 cv,Essence,4,1497,Intégrale,67
KIA,Rio 5p GT-Line,2021,51 000 km,Manuelle,5 cv,Essence,4,2198,Traction,62
BMW,Série 5,2021,70 000 km,Automatique,10 cv,Essence,4,1598,Traction,178
BMW,X2,2019,67 000 km,Automatique,8 cv,Essence,4,1197,Propulsion,145
Seat,Leon Xcellence,2023,37 000 km,Automatique,7 cv,Essence,5,1500,Traction,108
Jeep,Wrangler 4.0L,1989,200 000 km,Manuelle,8 cv,Essence,5,1197,Traction,72
Mercedes-Benz,Classe E 1.6L,2017,132 000 km,Automatique,9 cv,Essence,5,1595,Traction,138
Mercedes-Benz,Classe C AMG,2014,164 000 km,Automatique,9 cv,Essence,4,1598,Traction,89
Volkswagen,Golf 8,2023,40 000 km,Automatique,8 cv,Essence,5,3604,Traction,139
Audi,Q5 2.0L,2009,255 000 km,Automatique,13 cv,Essence,,,Traction,47
Mercedes-Benz,Classe C,2013,235 000 km,Manuelle,9 cv,Essence,5,2200,Traction,55
Audi,A3 Sportback Sportback,2018,210 000 km,Manuelle,6 cv,Essence,4,1598,Traction,69
Audi,A3 Sportback S-Line,2023,14 000 km,Automatique,6 cv,Essence,5,1248,Traction,127
Volkswagen,Golf 7 Join,2019,96 000 km,Manuelle,6 cv,Essence,,,Traction,73
Hyundai,Tucson N Line,2021,115 000 km,Automatique,7 cv,Hybride,2,2261,Traction,117
Mercedes-Benz,GLC Plug-in Hybride AMG,2021,46 000 km,Automatique,10 cv,Hybride,4,1600,Traction,285
Ford,Focus,2016,149 000 km,Manuelle,5 cv,Essence,2,1998,Traction,36
Audi,A3 Sportback 1.2L,2019,125 000 km,Manuelle,6 cv,Essence,5,1599,Traction,78
BMW,Série 1 M,2022,40 000 km,Automatique,7 cv,Essence,4,2987,Traction,138
Citroën,Berlingo Utilitaire 1.6L,2023,31 000 km,Manuelle,5 cv,Diesel,5,1995,Traction,58
BMW,X2 S drive,2020,74 000 km,Automatique,8 cv,Essence,4,1598,Traction,132
BMW,X1 1.6L,2016,126 000 km,Automatique,7 cv,Essence,4,1398,Traction,85
Volkswagen,Golf 8 1.5L,2021,80 000 km,Manuelle,7 cv,Essence,5,1796,Traction,93
BMW,Série 5 520,2014,182 000 km,Automatique,9 cv,Essence,4,1395,Traction,75
Mazda,3,2017,124 000 km,Manuelle,6 cv,Essence,3,1599,Traction,49
Nissan,Juke,2015,160 000 km,Automatique,7 cv,Essence,5,1599,Traction,39
Peugeot,2008 Allure,2015,96 000 km,Manuelle,5 cv,Essence,,,Traction,40
Ssangyong,Tivoli,2018,96 000 km,Manuelle,7 cv,Essence,5,1499,Traction,52
Hyundai,i20 High Grade,2022,26 100 km,Manuelle,5 cv,Essence,5,1461,Traction,66
Audi,A4 Design Luxe,2018,45 000 km,Automatique,8 cv,Essence,5,999,Traction,115
Chevrolet,Aveo,2009,250 000 km,Manuelle,6 cv,Essence,2,1595,Traction,20
BMW,Série 4 Gran Coupé Luxury Line,2019,83 000 km,Automatique,7 cv,Essence,4,1489,Propulsion,115
Ford,Fiesta,2014,183 000 km,Manuelle,5 cv,Essence,5,1200,Traction,29
BMW,Série 3 coupé,2007,250 000 km,Automatique,10 cv,Diesel,5,2800,Traction,49
Volkswagen,Golf 6 Trend,2011,147 985 km,Manuelle,5 cv,Essence,5,1600,Traction,41
Mercedes-Benz,GLC Coupé AMG,2021,41 765 km,Automatique,12 cv,Hybride,5,1199,Traction,260
Renault,Clio,2015,110 000 km,Manuelle,5 cv,Essence,5,1400,Traction,42
Ford,Fusion 1.6,2017,90 000 km,Manuelle,9 cv,Essence,5,899,Traction,55
Jaguar,E-Pace,2020,95 000 km,Automatique,12 cv,Essence,5,1199,Intégrale,175
Mercedes-Benz,GLC Coupé AMG,2024,1 000 km,Automatique,11 cv,Hybride,5,999,Propulsion,380
KIA,Carens GT-Line,2014,213 000 km,Automatique,8 cv,Diesel,5,1200,Intégrale,45
Volkswagen,Golf 8,2021,68 000 km,Manuelle,6 cv,Essence,5,1598,Traction,86
Volkswagen,Golf 8,2021,78 000 km,Manuelle,5 cv,Essence,4,1998,Traction,81
Volkswagen,T-roc Pack chrome,2019,59 000 km,Manuelle,6 cv,Essence,5,1399,Traction,79
Peugeot,308 Active,2021,36 765 km,Manuelle,5 cv,Essence,5,1598,Traction,53
Mercedes-Benz,Classe E AMG,2021,100 756 km,Automatique,11 cv,Hybride,4,7000,Traction,240
Nissan,Juke Tekna,2014,224 654 km,Manuelle,5 cv,Diesel,5,1598,Traction,51
Mercedes-Benz,GLC Coupé AMG,2021,47 000 km,Automatique,12 cv,Hybride,3,1600,Traction,260
Mercedes-Benz,CLA Urban,2018,125 043 km,Automatique,7 cv,Essence,4,3498,Traction,97
KIA,Rio 5p SX,2019,68 954 km,Manuelle,5 cv,Essence,5,1200,Traction,54
Volkswagen,Golf 7 Highline,2016,26 043 km,Manuelle,7 cv,Essence,4,1598,Traction,75
Volkswagen,Golf 8 Life,2020,70 001 km,Manuelle,6 cv,Essence,4,1240,Traction,87
Toyota,Land Cruiser,2010,142 060 km,Automatique,11 cv,Diesel,4,1198,Traction,175
Volkswagen,Golf 7 Confortline,2019,169 452 km,Automatique,6 cv,Essence,4,2000,Traction,69
BMW,Série 1,2009,131 766 km,Automatique,7 cv,Essence,4,1598,Traction,40
Mercedes-Benz,Classe E AMG,2019,55 001 km,Automatique,9 cv,Essence,5,1499,Traction,165
Mercedes-Benz,Classe C AMG +,2024,0 km,Automatique,9 cv,Essence,5,3000,Traction,275
Mercedes-Benz,GLA La nouvelle Gla 250e AMG,2023,10 730 km,Automatique,8 cv,Hybride,5,2143,Traction,235
Mercedes-Benz,Classe E AMG,2023,10 776 km,Automatique,11 cv,Essence,,,Traction,390
BMW,X3 Luxury Line,2006,186 000 km,Automatique,13 cv,Diesel,4,1198,Traction,65
Mercedes-Benz,Classe C AMG,2022,50 893 km,Automatique,9 cv,Essence,5,3000,Traction,185
KIA,Picanto Populaire,2021,3 805 km,Manuelle,4 cv,Essence,5,920,Traction,43
Haval,H6,2023,12 442 km,Automatique,8 cv,Essence,5,999,Traction,126
Nissan,Juke Tekna,2014,163 166 km,Automatique,7 cv,Essence,5,2143,Traction,51
Mitsubishi,Pajero LIMITED EDITION,2023,20 742 km,Manuelle,11 cv,Diesel,5,1000,Traction,160
Mercedes-Benz,CLA AMG Edition 1,2021,31 235 km,Automatique,8 cv,Hybride,4,1498,Traction,169
Mini,5 portes,2021,18 000 km,Automatique,7 cv,Essence,5,1498,Traction,120
BMW,Série 3 coupé,2010,156 000 km,Automatique,9 cv,Essence,5,1600,Traction,62
Mahindra,KUV 100 K6+,2021,63 000 km,Manuelle,5 cv,Essence,3,1400,Traction,30
Haval,Jolion 1 ere,2023,30 000 km,Automatique,9 cv,Essence,5,1197,Traction,93
Peugeot,308,2023,48 000 km,Automatique,7 cv,Diesel,5,1200,Traction,126
Volkswagen,Tiguan R-Line,2023,54 723 km,Automatique,9 cv,Essence,4,1600,Traction,198
Peugeot,Expert,2019,139 199 km,Manuelle,6 cv,Diesel,5,1199,Traction,59
Volkswagen,Golf 8 R-Line,2022,36 651 km,Automatique,8 cv,Hybride,3,1599,Traction,138
Mini,Cabrio,2010,86 111 km,Manuelle,7 cv,Essence,5,1198,Traction,48
KIA,Picanto 1 ère main,2024,0 km,Automatique,5 cv,Essence,3,1796,Traction,61
Porsche,Cayman S,2008,39 508 km,Manuelle,21 cv,Essence,4,1998,Traction,275
Seat,Ibiza,2021,99 519 km,Manuelle,4 cv,Essence,4,1999,Traction,54
Toyota,Land Cruiser,2003,316 620 km,Automatique,12 cv,Diesel,5,2999,Traction,119
Mercedes-Benz,GLC Coupé AMG,2020,82 415 km,Automatique,10 cv,Hybride,5,1777,Traction,230
Mercedes-Benz,Classe C AMG,2011,249 000 km,Automatique,9 cv,Essence,5,1595,Traction,65
Mercedes-Benz,Classe C,2021,30 570 km,Automatique,8 cv,Essence,5,1198,Traction,178
Mercedes-Benz,CLA AMG,2024,1 000 km,Automatique,8 cv,Hybride,5,1499,Traction,225
Volkswagen,Golf 8,2020,85 181 km,Manuelle,5 cv,Essence,5,1999,Traction,88
Volkswagen,Golf 7 Join,2018,86 000 km,Manuelle,6 cv,Essence,5,2000,Traction,79
Volkswagen,T-roc,2019,74 107 km,Manuelle,6 cv,Essence,5,999,Traction,78
Renault,Symbol,2020,115 000 km,Manuelle,5 cv,Essence,4,999,Traction,36
Mercedes-Benz,CLA AMG,2023,18 500 km,Automatique,8 cv,Hybride,4,1598,Traction,185
Mercedes-Benz,Classe A AMG,2018,68 000 km,Automatique,8 cv,Essence,4,1000,Traction,135
BMW,Série 3 Luxury,2013,112 000 km,Automatique,7 cv,Essence,4,1998,Traction,65
Audi,Q5 S-line,2015,176 000 km,Automatique,10 cv,Diesel,5,3500,Traction,110
Mercedes-Benz,Classe C AMG,2019,145 000 km,Automatique,6 cv,Diesel,5,1198,Traction,145
Peugeot,2008,2018,125 000 km,Automatique,6 cv,Essence,,,Traction,55
Mercedes-Benz,Classe A AMG,2019,141 000 km,Automatique,7 cv,Diesel,5,1984,Traction,119
KIA,Sportage Hybride GT-Line,2023,37 400 km,Automatique,10 cv,Hybride,5,1400,Traction,155
Hyundai,ix35,2013,324 765 km,Automatique,11 cv,Diesel,4,1398,Intégrale,55
Volkswagen,Tiguan Highline,2019,127 546 km,Automatique,8 cv,Essence,4,1200,Traction,125
KIA,Cerato 5p,2014,180 000 km,Automatique,8 cv,Essence,4,1598,Traction,41
Peugeot,508 Allure,2019,111 000 km,Automatique,7 cv,Diesel,4,1800,Propulsion,95
Mazda,CX-7,2011,154 667 km,Automatique,15 cv,Essence,3,2000,Traction,28
BMW,M3 Individual full options,2008,140 000 km,Automatique,30 cv,Essence,5,1499,Propulsion,150
Peugeot,4008,2014,99 000 km,Manuelle,9 cv,Essence,5,1600,Traction,47
Audi,Q3 Sportback S-Line,2021,68 000 km,Automatique,8 cv,Essence,5,1197,Traction,188
Land,Rover Range Rover Sport HSE Dynamic,2020,89 000 km,Automatique,19 cv,Hybride,5,1000,Traction,370
Mercedes-Benz,GLC Coupé AMG,2020,68 000 km,Automatique,12 cv,Hybride,5,1556,Traction,258
KIA,Sportage GT-Line,2017,155 000 km,Automatique,10 cv,Diesel,4,1198,Traction,92
Fiat,500 Cult Club,2023,3 000 km,Automatique,5 cv,Essence,4,1498,Traction,62
Mercedes-Benz,Classe A AMG,2021,60 000 km,Automatique,7 cv,Essence,4,1800,Traction,115
Volkswagen,Tiguan R-Line,2019,160 000 km,Automatique,8 cv,Essence,4,1598,Traction,110
Volkswagen,Scirocco,2010,200 000 km,Manuelle,7 cv,Essence,4,1597,Traction,40
Audi,A5 Sportback,2019,80 000 km,Automatique,8 cv,Essence,5,1200,Traction,115
Hyundai,Tucson,2018,81 000 km,Automatique,10 cv,Diesel,3,1599,Traction,100
Land,Rover Discovery,2016,110 000 km,Automatique,15 cv,Essence,,,Propulsion,125
Mercedes-Benz,Classe A,2021,90 000 km,Automatique,7 cv,Essence,4,1400,Traction,110
Hyundai,Tucson Hybride Top Grade,2023,16 000 km,Automatique,7 cv,Diesel,5,1599,Traction,178
Peugeot,508,2018,145 000 km,Automatique,7 cv,Essence,5,3500,Traction,51
Mercedes-Benz,Classe C coupé AMG,2019,120 000 km,Automatique,8 cv,Essence,4,1593,Propulsion,145
Land,Rover Range Rover Sport,2017,90 000 km,Automatique,19 cv,Diesel,5,3200,Propulsion,230
Porsche,Cayenne,2015,158 000 km,Automatique,31 cv,Essence,04,1598,Propulsion,220
